ref_area,year,studenti,scuole,region,children_6_10,_merge,proj,studenti_proj,ratio,ratio_hat,ratio_lcl,ratio_ucl,scuole_hat,scuole_lcl,scuole_ucl
,2052,,,Emilia-Romagna,353896.0,right_only,BSL,353896.0,,197.44108785744288,186.62426035502958,201.07502467917078,1792.4131387258221,1760.0196770566893,1896.302224195057
,2053,,,Emilia-Romagna,352282.0,right_only,BSL,352282.0,,197.44108785744288,186.62426035502958,201.07502467917078,1784.2385484340316,1751.992822390998,1887.6538309104458
,2054,,,Emilia-Romagna,349975.0,right_only,BSL,349975.0,,197.44108785744288,186.62426035502958,201.07502467917078,1772.5540504147252,1740.5194929524912,1875.292094040806
,2055,,,Emilia-Romagna,347020.0,right_only,BSL,347020.0,,197.44108785744288,186.62426035502958,201.07502467917078,1757.5875607541052,1725.823485804339,1859.458139792958
,2056,,,Emilia-Romagna,343492.0,right_only,BSL,343492.0,,197.44108785744288,186.62426035502958,201.07502467917078,1739.718939595842,1708.277796051824,1840.5538451782686
,2057,,,Emilia-Romagna,339623.0,right_only,BSL,339623.0,,197.44108785744288,186.62426035502958,201.07502467917078,1720.1232209843567,1689.036221887289,1819.8223497518984
,2058,,,Emilia-Romagna,335461.0,right_only,BSL,335461.0,,197.44108785744288,186.62426035502958,201.07502467917078,1699.0435154115983,1668.3374801781147,1797.5208548011226
,2059,,,Emilia-Romagna,331172.0,right_only,BSL,331172.0,,197.44108785744288,186.62426035502958,201.07502467917078,1677.3205799955579,1647.0071334239944,1774.5388481110988
,2060,,,Emilia-Romagna,326842.0,right_only,BSL,326842.0,,197.44108785744288,186.62426035502958,201.07502467917078,1655.3899877009776,1625.472882678986,1751.3371486548615
,2061,,,Emilia-Romagna,322641.0,right_only,BSL,322641.0,,197.44108785744288,186.62426035502958,201.07502467917078,1634.1127548535105,1604.5801835150646,1728.8266776581747
,2062,,,Emilia-Romagna,318654.0,right_only,BSL,318654.0,,197.44108785744288,186.62426035502958,201.07502467917078,1613.9193896159836,1584.7517637182175,1707.462895733921
,2063,,,Emilia-Romagna,314991.0,right_only,BSL,314991.0,,197.44108785744288,186.62426035502958,201.07502467917078,1595.3670201991133,1566.5346827761932,1687.8352224987714
,2064,,,Emilia-Romagna,311769.0,right_only,BSL,311769.0,,197.44108785744288,186.62426035502958,201.07502467917078,1579.048228427026,1550.510813053233,1670.5705860904582
,2065,,,Emilia-Romagna,309042.0,right_only,BSL,309042.0,,197.44108785744288,186.62426035502958,201.07502467917078,1565.2365136031644,1536.9487110251412,1655.958337957165
,2066,,,Emilia-Romagna,306866.0,right_only,BSL,306866.0,,197.44108785744288,186.62426035502958,201.07502467917078,1554.2155046348028,1526.1268797038622,1644.2985462673792
,2067,,,Emilia-Romagna,305288.0,right_only,BSL,305288.0,,197.44108785744288,186.62426035502958,201.07502467917078,1546.223247211974,1518.2790626887067,1635.8430539482238
,2068,,,Emilia-Romagna,304370.0,right_only,BSL,304370.0,,197.44108785744288,186.62426035502958,201.07502467917078,1541.5737590534463,1513.7136026000421,1630.9240793290953
,2069,,,Emilia-Romagna,304058.0,right_only,BSL,304058.0,,197.44108785744288,186.62426035502958,201.07502467917078,1539.993540855777,1512.1619429620648,1629.25227096181
,2070,,,Emilia-Romagna,304349.0,right_only,BSL,304349.0,,197.44108785744288,186.62426035502958,201.07502467917078,1541.4673982132188,1513.609163970563,1630.8115537659128
,2071,,,Emilia-Romagna,305206.0,right_only,BSL,305206.0,,197.44108785744288,186.62426035502958,201.07502467917078,1545.8079334548943,1517.8712547069306,1635.4036684157961
,2072,,,Emilia-Romagna,306475.0,right_only,BSL,306475.0,,197.44108785744288,186.62426035502958,201.07502467917078,1552.2351670858002,1524.1823318883198,1642.2034274481207
,2073,,,Emilia-Romagna,308026.0,right_only,BSL,308026.0,,197.44108785744288,186.62426035502958,201.07502467917078,1560.0906748569073,1531.8958706655735,1650.5142440431841
,2074,,,Emilia-Romagna,309710.0,right_only,BSL,309710.0,,197.44108785744288,186.62426035502958,201.07502467917078,1568.6198012827904,1540.2708540961958,1659.5377225384043
,2075,,,Emilia-Romagna,311413.0,right_only,BSL,311413.0,,197.44108785744288,186.62426035502958,201.07502467917078,1577.2451589450698,1548.7403296201562,1668.6630098765042
,2076,,,Emilia-Romagna,313040.0,right_only,BSL,313040.0,,197.44108785744288,186.62426035502958,201.07502467917078,1585.4855916617632,1556.8318367707632,1677.3810618430857
,2077,,,Emilia-Romagna,314520.0,right_only,BSL,314520.0,,197.44108785744288,186.62426035502958,201.07502467917078,1592.9814984968623,1564.1922735150156,1685.3114348673887
,2078,,,Emilia-Romagna,315786.0,right_only,BSL,315786.0,,197.44108785744288,186.62426035502958,201.07502467917078,1599.3935377220214,1570.4884308921935,1692.0951188192585
,2079,,,Emilia-Romagna,316957.0,right_only,BSL,316957.0,,197.44108785744288,186.62426035502958,201.07502467917078,1605.3244207651976,1576.3121278026795,1698.3697585567306
,2080,,,Emilia-Romagna,317946.0,right_only,BSL,317946.0,,197.44108785744288,186.62426035502958,201.07502467917078,1610.3335098597336,1581.2306899243454,1703.6691767466193
ITD4,2015,51703.0,388.0,Friuli-Venezia Giulia,,left_only,,51703.0,133.25515463917526,133.25515463917526,133.25515463917526,133.25515463917526,388.0,388.0,388.0
ITD4,2016,51577.0,387.0,Friuli-Venezia Giulia,,left_only,,51577.0,133.27390180878552,133.27390180878552,133.27390180878552,133.27390180878552,387.0,387.0,387.0
ITD4,2017,51627.0,387.0,Friuli-Venezia Giulia,,left_only,,51627.0,133.4031007751938,133.4031007751938,133.4031007751938,133.4031007751938,387.0,387.0,387.0
ITD4,2018,50896.0,387.0,Friuli-Venezia Giulia,,left_only,,50896.0,131.5142118863049,131.5142118863049,131.5142118863049,131.5142118863049,387.0,387.0,387.0
ITD4,2019,50342.0,387.0,Friuli-Venezia Giulia,,left_only,,50342.0,130.0826873385013,130.0826873385013,130.0826873385013,130.0826873385013,387.0,387.0,387.0
ITD4,2020,49638.0,386.0,Friuli-Venezia Giulia,,left_only,,49638.0,128.59585492227978,128.59585492227978,128.59585492227978,128.59585492227978,386.0,386.0,386.0
ITD4,2021,48202.0,385.0,Friuli-Venezia Giulia,,left_only,,48202.0,125.2,125.2,125.2,125.2,385.0,385.0,385.0
ITD4,2022,46762.0,385.0,Friuli-Venezia Giulia,,left_only,,46762.0,121.45974025974026,121.45974025974026,121.45974025974026,121.45974025974026,385.0,385.0,385.0
,2024,,,Friuli-Venezia Giulia,91286.0,right_only,BSL,91286.0,,130.7984496124031,121.45974025974026,133.4031007751938,697.9134712262195,684.2869428787263,751.5741413968607
,2025,,,Friuli-Venezia Giulia,88812.0,right_only,BSL,88812.0,,130.7984496124031,121.45974025974026,133.4031007751938,678.9988739406152,665.7416468127143,731.205252127796
,2026,,,Friuli-Venezia Giulia,86031.0,right_only,BSL,86031.0,,130.7984496124031,121.45974025974026,133.4031007751938,657.7371540330706,644.8950549131268,708.308776356871
,2027,,,Friuli-Venezia Giulia,84101.0,right_only,BSL,84101.0,,130.7984496124031,121.45974025974026,133.4031007751938,642.9816274521426,630.4276250799,692.41873743638
,2028,,,Friuli-Venezia Giulia,81714.0,right_only,BSL,81714.0,,130.7984496124031,121.45974025974026,133.4031007751938,624.7321756652641,612.5344877680284,672.7661348958557
,2029,,,Friuli-Venezia Giulia,79879.0,right_only,BSL,79879.0,,130.7984496124031,121.45974025974026,133.4031007751938,610.7029573875423,598.7791853100123,657.6582481502074
,2030,,,Friuli-Venezia Giulia,78147.0,right_only,BSL,78147.0,,130.7984496124031,121.45974025974026,133.4031007751938,597.4612102175073,585.7959788482771,643.3983790257047
,2031,,,Friuli-Venezia Giulia,76863.0,right_only,BSL,76863.0,,130.7984496124031,121.45974025974026,133.4031007751938,587.6445800983821,576.1710151664827,632.8269748941449
,2032,,,Friuli-Venezia Giulia,75762.0,right_only,BSL,75762.0,,130.7984496124031,121.45974025974026,133.4031007751938,579.227049131749,567.917833691673,623.762242846756
,2033,,,Friuli-Venezia Giulia,75285.0,right_only,BSL,75285.0,,130.7984496124031,121.45974025974026,133.4031007751938,575.5802169145974,564.3422046603522,619.8350156109661
,2034,,,Friuli-Venezia Giulia,75019.0,right_only,BSL,75019.0,,130.7984496124031,121.45974025974026,133.4031007751938,573.5465536656196,562.3482480097624,617.6449895214063
,2035,,,Friuli-Venezia Giulia,75524.0,right_only,BSL,75524.0,,130.7984496124031,121.45974025974026,133.4031007751938,577.4074556984532,566.1337672148295,621.8027458192549
,2036,,,Friuli-Venezia Giulia,76441.0,right_only,BSL,76441.0,,130.7984496124031,121.45974025974026,133.4031007751938,584.4182421620341,573.0076704050207,629.3525726016851
,2037,,,Friuli-Venezia Giulia,77456.0,right_only,BSL,77456.0,,130.7984496124031,121.45974025974026,133.4031007751938,592.1782729805014,580.6161892033239,637.7092511013216
,2038,,,Friuli-Venezia Giulia,78548.0,right_only,BSL,78548.0,,130.7984496124031,121.45974025974026,133.4031007751938,600.5269957920939,588.8019059794294,646.6998845216201
,2039,,,Friuli-Venezia Giulia,79588.0,right_only,BSL,79588.0,,130.7984496124031,121.45974025974026,133.4031007751938,608.478160374563,596.5978267185775,655.2623925409521
,2040,,,Friuli-Venezia Giulia,80581.0,right_only,BSL,80581.0,,130.7984496124031,121.45974025974026,133.4031007751938,616.0699934807088,604.0414318089372,663.4379410632565
,2041,,,Friuli-Venezia Giulia,81492.0,right_only,BSL,81492.0,,130.7984496124031,121.45974025974026,133.4031007751938,623.0349078409293,610.8703585333257,670.9383687609597
,2042,,,Friuli-Venezia Giulia,82286.0,right_only,BSL,82286.0,,130.7984496124031,121.45974025974026,133.4031007751938,629.1053161856221,616.8222441745598,677.4755143064882
,2043,,,Friuli-Venezia Giulia,82945.0,right_only,BSL,82945.0,,130.7984496124031,121.45974025974026,133.4031007751938,634.1436022047058,621.7621593352316,682.901180445661
,2044,,,Friuli-Venezia Giulia,83574.0,right_only,BSL,83574.0,,130.7984496124031,121.45974025974026,133.4031007751938,638.9525277069876,626.4771921668895,688.0798511611993
,2045,,,Friuli-Venezia Giulia,84114.0,right_only,BSL,84114.0,,130.7984496124031,121.45974025974026,133.4031007751938,643.0810170094234,630.5250740891395,692.5257687866216
,2046,,,Friuli-Venezia Giulia,84533.0,right_only,BSL,84533.0,,130.7984496124031,121.45974025974026,133.4031007751938,646.2844188940912,633.6659306177,695.9754715367178
,2047,,,Friuli-Venezia Giulia,84844.0,right_only,BSL,84844.0,,130.7984496124031,121.45974025974026,133.4031007751938,648.6621229182718,635.9972107618107,698.5359907617296
,2048,,,Friuli-Venezia Giulia,85017.0,right_only,BSL,85017.0,,130.7984496124031,121.45974025974026,133.4031007751938,649.9847685651633,637.2940321924575,699.9603310380223
,2049,,,Friuli-Venezia Giulia,85045.0,right_only,BSL,85045.0,,130.7984496124031,121.45974025974026,133.4031007751938,650.1988383808452,637.5039223662037,700.1908601000813
,2050,,,Friuli-Venezia Giulia,84927.0,right_only,BSL,84927.0,,130.7984496124031,121.45974025974026,133.4031007751938,649.2966870147574,636.6193852054158,699.2193447671186
,2051,,,Friuli-Venezia Giulia,84673.0,right_only,BSL,84673.0,,130.7984496124031,121.45974025974026,133.4031007751938,647.3547679725006,634.7153814864315,697.1281168470125
,2052,,,Friuli-Venezia Giulia,84241.0,right_only,BSL,84241.0,,130.7984496124031,121.45974025974026,133.4031007751938,644.0519765305518,631.4770759486315,693.5713827466747
,2053,,,Friuli-Venezia Giulia,83661.0,right_only,BSL,83661.0,,130.7984496124031,121.45974025974026,133.4031007751938,639.6176732057133,627.1293509210298,688.7961378897395
,2054,,,Friuli-Venezia Giulia,82936.0,right_only,BSL,82936.0,,130.7984496124031,121.45974025974026,133.4031007751938,634.0747940496652,621.6946946365274,682.8270818185706
,2055,,,Friuli-Venezia Giulia,82081.0,right_only,BSL,82081.0,,130.7984496124031,121.45974025974026,133.4031007751938,627.5380193208084,615.2855482596316,675.7877122449853
,2056,,,Friuli-Venezia Giulia,81120.0,right_only,BSL,81120.0,,130.7984496124031,121.45974025974026,133.4031007751938,620.1908374325847,608.0818176535535,667.8756255078911
,2057,,,Friuli-Venezia Giulia,80112.0,right_only,BSL,80112.0,,130.7984496124031,121.45974025974026,133.4031007751938,612.4843240680377,600.5257713986867,659.5765792737693
,2058,,,Friuli-Venezia Giulia,79061.0,right_only,BSL,79061.0,,130.7984496124031,121.45974025974026,133.4031007751938,604.449060629408,592.6473938055669,650.9235062657714
,2059,,,Friuli-Venezia Giulia,78005.0,right_only,BSL,78005.0,,130.7984496124031,121.45974025974026,133.4031007751938,596.3755704379779,584.731535824278,642.2292673538343
,2060,,,Friuli-Venezia Giulia,76957.0,right_only,BSL,76957.0,,130.7984496124031,121.45974025974026,133.4031007751938,588.3632430510283,576.8756464640595,633.6008938881998
,2061,,,Friuli-Venezia Giulia,75960.0,right_only,BSL,75960.0,,130.7984496124031,121.45974025974026,133.4031007751938,580.7408285426421,569.4020570631646,625.3924126427441
,2062,,,Friuli-Venezia Giulia,75027.0,right_only,BSL,75027.0,,130.7984496124031,121.45974025974026,133.4031007751938,573.6077164701002,562.4082166308327,617.7108549677089
,2063,,,Friuli-Venezia Giulia,74184.0,right_only,BSL,74184.0,,130.7984496124031,121.45974025974026,133.4031007751938,567.1626859479643,556.0890231855425,610.7702835635773
,2064,,,Friuli-Venezia Giulia,73450.0,right_only,BSL,73450.0,,130.7984496124031,121.45974025974026,133.4031007751938,561.5509986368755,550.586902202336,604.727128865318
,2065,,,Friuli-Venezia Giulia,72839.0,right_only,BSL,72839.0,,130.7984496124031,121.45974025974026,133.4031007751938,556.879689444675,546.0067987680865,599.6966554039604
,2066,,,Friuli-Venezia Giulia,72360.0,right_only,BSL,72360.0,,130.7984496124031,121.45974025974026,133.4031007751938,553.2175665264032,542.4161775814981,595.7529618065951
,2067,,,Friuli-Venezia Giulia,72024.0,right_only,BSL,72024.0,,130.7984496124031,121.45974025974026,133.4031007751938,550.6487287382208,539.8974954965425,592.9866130618879
,2068,,,Friuli-Venezia Giulia,71845.0,right_only,BSL,71845.0,,130.7984496124031,121.45974025974026,133.4031007751938,549.280210987969,538.555697600093,591.5128737008682
,2069,,,Friuli-Venezia Giulia,71807.0,right_only,BSL,71807.0,,130.7984496124031,121.45974025974026,133.4031007751938,548.9896876666865,538.2708466500087,591.2000128309311
,2070,,,Friuli-Venezia Giulia,71912.0,right_only,BSL,71912.0,,130.7984496124031,121.45974025974026,133.4031007751938,549.7924494754934,539.0579348015574,592.0644968136521
,2071,,,Friuli-Venezia Giulia,72142.0,right_only,BSL,72142.0,,130.7984496124031,121.45974025974026,133.4031007751938,551.5508801043087,540.7820326573305,593.9581283948505
,2072,,,Friuli-Venezia Giulia,72470.0,right_only,BSL,72470.0,,130.7984496124031,121.45974025974026,133.4031007751938,554.0585550880105,543.2407461212157,596.6586116932552
,2073,,,Friuli-Venezia Giulia,72857.0,right_only,BSL,72857.0,,130.7984496124031,121.45974025974026,133.4031007751938,557.0173057547562,546.1417281654948,599.8448526581412
,2074,,,Friuli-Venezia Giulia,73275.0,right_only,BSL,73275.0,,130.7984496124031,121.45974025974026,133.4031007751938,560.213062288864,549.2750886164216,603.2863222274497
,2075,,,Friuli-Venezia Giulia,73694.0,right_only,BSL,73694.0,,130.7984496124031,121.45974025974026,133.4031007751938,563.4164641735317,552.4159451449823,606.7360249775459
,2076,,,Friuli-Venezia Giulia,74091.0,right_only,BSL,74091.0,,130.7984496124031,121.45974025974026,133.4031007751938,566.451668345878,555.3918879655994,610.00459775031
,2077,,,Friuli-Venezia Giulia,74453.0,right_only,BSL,74453.0,,130.7984496124031,121.45974025974026,133.4031007751938,569.2192852486221,558.1054680690337,612.9850091955007
,2078,,,Friuli-Venezia Giulia,74762.0,right_only,BSL,74762.0,,130.7984496124031,121.45974025974026,133.4031007751938,571.5816985716826,560.4217560578767,615.5290620589368
,2079,,,Friuli-Venezia Giulia,75047.0,right_only,BSL,75047.0,,130.7984496124031,121.45974025974026,133.4031007751938,573.7606234813015,562.5581381835086,617.8755185834652
,2080,,,Friuli-Venezia Giulia,75289.0,right_only,BSL,75289.0,,130.7984496124031,121.45974025974026,133.4031007751938,575.6107983168376,564.3721889708874,619.8679483341175
ITE4,2015,269625.0,1342.0,Lazio,,left_only,,269625.0,200.9128166915052,200.9128166915052,200.9128166915052,200.9128166915052,1342.0,1342.0,1342.0
ITE4,2016,269878.0,1345.0,Lazio,,left_only,,269878.0,200.6527881040892,200.6527881040892,200.6527881040892,200.6527881040892,1345.0,1345.0,1345.0
ITE4,2017,270581.0,1341.0,Lazio,,left_only,,270581.0,201.77554064131246,201.77554064131246,201.77554064131246,201.77554064131246,1341.0,1341.0,1341.0
ITE4,2018,267641.0,1336.0,Lazio,,left_only,,267641.0,200.3300898203593,200.3300898203593,200.3300898203593,200.3300898203593,1336.0,1336.0,1336.0
ITE4,2019,264607.0,1325.0,Lazio,,left_only,,264607.0,199.7033962264151,199.7033962264151,199.7033962264151,199.7033962264151,1325.0,1325.0,1325.0
ITE4,2020,259502.0,1319.0,Lazio,,left_only,,259502.0,196.7414708112206,196.7414708112206,196.7414708112206,196.7414708112206,1319.0,1319.0,1319.0
ITE4,2021,253371.0,1314.0,Lazio,,left_only,,253371.0,192.824200913242,192.824200913242,192.824200913242,192.824200913242,1314.0,1314.0,1314.0
ITE4,2022,247198.0,1314.0,Lazio,,left_only,,247198.0,188.12633181126333,188.12633181126333,188.12633181126333,188.12633181126333,1314.0,1314.0,1314.0
,2024,,,Lazio,489258.0,right_only,BSL,489258.0,,200.0167430233872,188.12633181126333,201.77554064131246,2446.0852256892963,2424.7636678111176,2600.6885654414677
,2025,,,Lazio,475768.0,right_only,BSL,475768.0,,200.0167430233872,188.12633181126333,201.77554064131246,2378.6408718012685,2357.9071996925136,2528.9814318886074
,2026,,,Lazio,458357.0,right_only,BSL,458357.0,,200.0167430233872,188.12633181126333,201.77554064131246,2291.593159010724,2271.618247400963,2436.4319209702344
,2027,,,Lazio,440638.0,right_only,BSL,440638.0,,200.0167430233872,188.12633181126333,201.77554064131246,2203.0055751306672,2183.802846467416,2342.2452123399057
,2028,,,Lazio,424124.0,right_only,BSL,424124.0,,200.0167430233872,188.12633181126333,201.77554064131246,2120.4424869092522,2101.959428045576,2254.4637739787536
,2029,,,Lazio,408803.0,right_only,BSL,408803.0,,200.0167430233872,188.12633181126333,201.77554064131246,2043.8438993689654,2026.0285201104289,2173.0238189629363
,2030,,,Lazio,392632.0,right_only,BSL,392632.0,,200.0167430233872,188.12633181126333,201.77554064131246,1962.995667588143,1945.885010403539,2087.0656235082806
,2031,,,Lazio,380656.0,right_only,BSL,380656.0,,200.0167430233872,188.12633181126333,201.77554064131246,1903.120680029728,1886.531929440722,2023.4062735135396
,2032,,,Lazio,372436.0,right_only,BSL,372436.0,,200.0167430233872,188.12633181126333,201.77554064131246,1862.0241204330205,1845.7935923069247,1979.7122306814779
,2033,,,Lazio,365359.0,right_only,BSL,365359.0,,200.0167430233872,188.12633181126333,201.77554064131246,1826.642082444468,1810.7199655556008,1942.0938923454073
,2034,,,Lazio,361532.0,right_only,BSL,361532.0,,200.0167430233872,188.12633181126333,201.77554064131246,1807.5086841991395,1791.7533455785883,1921.7511792166601
,2035,,,Lazio,362350.0,right_only,BSL,362350.0,,200.0167430233872,188.12633181126333,201.77554064131246,1811.5983418329724,1795.8073552836304,1926.099321191919
,2036,,,Lazio,364548.0,right_only,BSL,364548.0,,200.0167430233872,188.12633181126333,201.77554064131246,1822.5874218808513,1806.7006478651494,1937.7829594090565
,2037,,,Lazio,367340.0,right_only,BSL,367340.0,,200.0167430233872,188.12633181126333,201.77554064131246,1836.5462533156453,1820.5378056848042,1952.6240503563943
,2038,,,Lazio,370670.0,right_only,BSL,370670.0,,200.0167430233872,188.12633181126333,201.77554064131246,1853.1948595756255,1837.041292625868,1970.3249217226676
,2039,,,Lazio,374490.0,right_only,BSL,374490.0,,200.0167430233872,188.12633181126333,201.77554064131246,1872.2932607507378,1855.9732205882897,1990.6304258125065
,2040,,,Lazio,378890.0,right_only,BSL,378890.0,,200.0167430233872,188.12633181126333,201.77554064131246,1894.2914191723332,1877.7796297596653,2014.0189645547293
,2041,,,Lazio,383212.0,right_only,BSL,383212.0,,200.0167430233872,188.12633181126333,201.77554064131246,1915.899610240091,1899.1994707684573,2036.9928882919764
,2042,,,Lazio,387309.0,right_only,BSL,387309.0,,200.0167430233872,188.12633181126333,201.77554064131246,1936.3828954794722,1919.5042113082588,2058.7708072071778
,2043,,,Lazio,391144.0,right_only,BSL,391144.0,,200.0167430233872,188.12633181126333,201.77554064131246,1955.5562903764762,1938.5104793019466,2079.1560449518197
,2044,,,Lazio,394697.0,right_only,BSL,394697.0,,200.0167430233872,188.12633181126333,201.77554064131246,1973.3198033019146,1956.1191547078324,2098.0422899861646
,2045,,,Lazio,397662.0,right_only,BSL,397662.0,,200.0167430233872,188.12633181126333,201.77554064131246,1988.143562329194,1970.813700888089,2113.802975752231
,2046,,,Lazio,400362.0,right_only,BSL,400362.0,,200.0167430233872,188.12633181126333,201.77554064131246,2001.6424322697185,1984.1949065159786,2128.1550336167766
,2047,,,Lazio,402798.0,right_only,BSL,402798.0,,200.0167430233872,188.12633181126333,201.77554064131246,2013.8214127049473,1996.2677275935855,2141.103779156789
,2048,,,Lazio,404769.0,right_only,BSL,404769.0,,200.0167430233872,188.12633181126333,201.77554064131246,2023.67558776153,2006.036007701945,2151.5807813979077
,2049,,,Lazio,406137.0,right_only,BSL,406137.0,,200.0167430233872,188.12633181126333,201.77554064131246,2030.5150151980624,2012.8158185534091,2158.852490715944
,2050,,,Lazio,406837.0,right_only,BSL,406837.0,,200.0167430233872,188.12633181126333,201.77554064131246,2034.01472221968,2016.2850200124915,2162.5733946067526
,2051,,,Lazio,406856.0,right_only,BSL,406856.0,,200.0167430233872,188.12633181126333,201.77554064131246,2034.1097142674096,2016.3791840520953,2162.674390569503
,2052,,,Lazio,405917.0,right_only,BSL,405917.0,,200.0167430233872,188.12633181126333,201.77554064131246,2029.4151072769828,2011.7254980948403,2157.683063778833
,2053,,,Lazio,404111.0,right_only,BSL,404111.0,,200.0167430233872,188.12633181126333,201.77554064131246,2020.3858631612097,2002.7749583304076,2148.0831317405477
,2054,,,Lazio,401391.0,right_only,BSL,401391.0,,200.0167430233872,188.12633181126333,201.77554064131246,2006.7870015914962,1989.2946326608298,2133.6247623362647
,2055,,,Lazio,397809.0,right_only,BSL,397809.0,,200.0167430233872,188.12633181126333,201.77554064131246,1988.8785008037337,1971.5422331944962,2114.5843655693006
,2056,,,Lazio,393423.0,right_only,BSL,393423.0,,200.0167430233872,188.12633181126333,201.77554064131246,1966.9503365225708,1949.8052080523023,2091.270244904894
,2057,,,Lazio,388493.0,right_only,BSL,388493.0,,200.0167430233872,188.12633181126333,201.77554064131246,1942.302399927465,1925.3721177761927,2065.0644503596304
,2058,,,Lazio,383057.0,right_only,BSL,383057.0,,200.0167430233872,188.12633181126333,201.77554064131246,1915.1246751138758,1898.431290445375,2036.1689738590117
,2059,,,Lazio,377299.0,right_only,BSL,377299.0,,200.0167430233872,188.12633181126333,201.77554064131246,1886.3370850703427,1869.8946304433791,2005.561881568621
,2060,,,Lazio,371323.0,right_only,BSL,371323.0,,200.0167430233872,188.12633181126333,201.77554064131246,1856.4595862686485,1840.2775619869835,1973.795993495093
,2061,,,Lazio,365349.0,right_only,BSL,365349.0,,200.0167430233872,188.12633181126333,201.77554064131246,1826.5920866298734,1810.6704055347566,1942.0407365755386
,2062,,,Lazio,359512.0,right_only,BSL,359512.0,,200.0167430233872,188.12633181126333,201.77554064131246,1797.4095296510434,1781.742221368093,1911.0137137031852
,2063,,,Lazio,353970.0,right_only,BSL,353970.0,,200.0167430233872,188.12633181126333,201.77554064131246,1769.701849202752,1754.2760578163286,1881.554786041958
,2064,,,Lazio,348895.0,right_only,BSL,348895.0,,200.0167430233872,188.12633181126333,201.77554064131246,1744.3289732960257,1729.1243472379804,1854.5782328335988
,2065,,,Lazio,344402.0,right_only,BSL,344402.0,,200.0167430233872,188.12633181126333,201.77554064131246,1721.8658537987012,1706.8570298727552,1830.6953454315972
,2066,,,Lazio,340586.0,right_only,BSL,340586.0,,200.0167430233872,188.12633181126333,201.77554064131246,1702.7874509494268,1687.9449259186713,1810.4111036497059
,2067,,,Lazio,337544.0,right_only,BSL,337544.0,,200.0167430233872,188.12633181126333,201.77554064131246,1687.5787241497692,1672.8687675779156,1794.2411184556508
,2068,,,Lazio,335371.0,right_only,BSL,335371.0,,200.0167430233872,188.12633181126333,201.77554064131246,1676.7146336383767,1662.0993750485068,1782.6903696631848
,2069,,,Lazio,334014.0,right_only,BSL,334014.0,,200.0167430233872,188.12633181126333,201.77554064131246,1669.9302015978983,1655.3740802199711,1775.477131692004
,2070,,,Lazio,333484.0,right_only,BSL,333484.0,,200.0167430233872,188.12633181126333,201.77554064131246,1667.280423424388,1652.7473991152372,1772.6598758889634
,2071,,,Lazio,333741.0,right_only,BSL,333741.0,,200.0167430233872,188.12633181126333,201.77554064131246,1668.5653158594675,1654.0210916509288,1774.0259791745887
,2072,,,Lazio,334604.0,right_only,BSL,334604.0,,200.0167430233872,188.12633181126333,201.77554064131246,1672.879954658976,1658.298121449769,1778.6133221142566
,2073,,,Lazio,335924.0,right_only,BSL,335924.0,,200.0167430233872,188.12633181126333,201.77554064131246,1679.4794021854545,1664.8400442011819,1785.6298837369234
,2074,,,Lazio,337532.0,right_only,BSL,337532.0,,200.0167430233872,188.12633181126333,201.77554064131246,1687.5187291722557,1672.8092955529028,1794.1773315318085
,2075,,,Lazio,339290.0,right_only,BSL,339290.0,,200.0167430233872,188.12633181126333,201.77554064131246,1696.307993377975,1681.5219472172842,1803.5221158747238
,2076,,,Lazio,341085.0,right_only,BSL,341085.0,,200.0167430233872,188.12633181126333,201.77554064131246,1705.282242097694,1690.4179709587886,1813.0635765661534
,2077,,,Lazio,342825.0,right_only,BSL,342825.0,,200.0167430233872,188.12633181126333,201.77554064131246,1713.981513837143,1699.0414145856507,1822.312680523305
,2078,,,Lazio,344419.0,right_only,BSL,344419.0,,200.0167430233872,188.12633181126333,201.77554064131246,1721.9508466835118,1706.9412819081901,1830.785710240374
,2079,,,Lazio,345984.0,right_only,BSL,345984.0,,200.0167430233872,188.12633181126333,201.77554064131246,1729.7751916675566,1714.6974251702816,1839.1045882248238
,2080,,,Lazio,347401.0,right_only,BSL,347401.0,,200.0167430233872,188.12633181126333,201.77554064131246,1736.8595985956022,1721.7200801238814,1846.6367608152168
ITC3,2015,61658.0,475.0,Liguria,,left_only,,61658.0,129.80631578947367,129.80631578947367,129.80631578947367,129.80631578947367,475.0,475.0,475.0
ITC3,2016,61453.0,472.0,Liguria,,left_only,,61453.0,130.19703389830508,130.19703389830508,130.19703389830508,130.19703389830508,472.0,472.0,472.0
ITC3,2017,60845.0,468.0,Liguria,,left_only,,60845.0,130.01068376068375,130.01068376068375,130.01068376068375,130.01068376068375,468.0,468.0,468.0
ITC3,2018,59997.0,465.0,Liguria,,left_only,,59997.0,129.0258064516129,129.0258064516129,129.0258064516129,129.0258064516129,465.0,465.0,465.0
ITC3,2019,59281.0,463.0,Liguria,,left_only,,59281.0,128.03671706263498,128.03671706263498,128.03671706263498,128.03671706263498,463.0,463.0,463.0
ITC3,2020,57908.0,460.0,Liguria,,left_only,,57908.0,125.88695652173914,125.88695652173914,125.88695652173914,125.88695652173914,460.0,460.0,460.0
ITC3,2021,56301.0,458.0,Liguria,,left_only,,56301.0,122.92794759825327,122.92794759825327,122.92794759825327,122.92794759825327,458.0,458.0,458.0
