"Previsioni regionali della popolazione residente per sesso, età e regione - base 1.1.2024 - Anni 2024/2080"
"Regione: Sicilia"
"Anno";"Sesso";"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
2024;Maschi;92;2751;2751;2751;2751;2751;2751;2751;
2024;Maschi;93;2231;2231;2231;2231;2231;2231;2231;
2024;Maschi;94;1454;1454;1454;1454;1454;1454;1454;
2024;Maschi;95;977;977;977;977;977;977;977;
2024;Maschi;96;666;666;666;666;666;666;666;
2024;Maschi;97;446;446;446;446;446;446;446;
2024;Maschi;98;277;277;277;277;277;277;277;
2024;Maschi;99;227;227;227;227;227;227;227;
2024;Maschi;100;126;126;126;126;126;126;126;
2024;Maschi;101;77;77;77;77;77;77;77;
2024;Maschi;102;45;45;45;45;45;45;45;
2024;Maschi;103;24;24;24;24;24;24;24;
2024;Maschi;104;12;12;12;12;12;12;12;
2024;Maschi;105;6;6;6;6;6;6;6;
2024;Maschi;106;3;3;3;3;3;3;3;
2024;Maschi;107;1;1;1;1;1;1;1;
2024;Maschi;108;0;0;0;0;0;0;0;
2024;Maschi;109;0;0;0;0;0;0;0;
2024;Maschi;110 e oltre;0;0;0;0;0;0;0;
2024;Maschi;Totale;2339466;2339466;2339466;2339466;2339466;2339466;2339466;
2024;Femmine;0;17290;17290;17290;17290;17290;17290;17290;
2024;Femmine;1;17748;17748;17748;17748;17748;17748;17748;
2024;Femmine;2;18308;18308;18308;18308;18308;18308;18308;
2024;Femmine;3;18481;18481;18481;18481;18481;18481;18481;
2024;Femmine;4;18920;18920;18920;18920;18920;18920;18920;
2024;Femmine;5;19815;19815;19815;19815;19815;19815;19815;
2024;Femmine;6;20141;20141;20141;20141;20141;20141;20141;
2024;Femmine;7;20372;20372;20372;20372;20372;20372;20372;
2024;Femmine;8;20880;20880;20880;20880;20880;20880;20880;
2024;Femmine;9;21409;21409;21409;21409;21409;21409;21409;
2024;Femmine;10;21100;21100;21100;21100;21100;21100;21100;
2024;Femmine;11;22247;22247;22247;22247;22247;22247;22247;
2024;Femmine;12;22379;22379;22379;22379;22379;22379;22379;
2024;Femmine;13;23056;23056;23056;23056;23056;23056;23056;
2024;Femmine;14;23402;23402;23402;23402;23402;23402;23402;
2024;Femmine;15;23882;23882;23882;23882;23882;23882;23882;
2024;Femmine;16;23801;23801;23801;23801;23801;23801;23801;
2024;Femmine;17;23856;23856;23856;23856;23856;23856;23856;
2024;Femmine;18;24610;24610;24610;24610;24610;24610;24610;
2024;Femmine;19;25042;25042;25042;25042;25042;25042;25042;
2024;Femmine;20;24574;24574;24574;24574;24574;24574;24574;
2024;Femmine;21;24579;24579;24579;24579;24579;24579;24579;
2024;Femmine;22;24652;24652;24652;24652;24652;24652;24652;
2024;Femmine;23;24648;24648;24648;24648;24648;24648;24648;
2024;Femmine;24;25033;25033;25033;25033;25033;25033;25033;
2024;Femmine;25;24539;24539;24539;24539;24539;24539;24539;
2024;Femmine;26;24361;24361;24361;24361;24361;24361;24361;
2024;Femmine;27;24719;24719;24719;24719;24719;24719;24719;
2024;Femmine;28;24784;24784;24784;24784;24784;24784;24784;
2024;Femmine;29;25192;25192;25192;25192;25192;25192;25192;
2024;Femmine;30;26200;26200;26200;26200;26200;26200;26200;
2024;Femmine;31;27251;27251;27251;27251;27251;27251;27251;
2024;Femmine;32;27047;27047;27047;27047;27047;27047;27047;
2024;Femmine;33;27595;27595;27595;27595;27595;27595;27595;
2024;Femmine;34;27869;27869;27869;27869;27869;27869;27869;
2024;Femmine;35;28032;28032;28032;28032;28032;28032;28032;
2024;Femmine;36;27660;27660;27660;27660;27660;27660;27660;
2024;Femmine;37;27795;27795;27795;27795;27795;27795;27795;
2024;Femmine;38;28486;28486;28486;28486;28486;28486;28486;
2024;Femmine;39;29204;29204;29204;29204;29204;29204;29204;
2024;Femmine;40;28815;28815;28815;28815;28815;28815;28815;
2024;Femmine;41;29874;29874;29874;29874;29874;29874;29874;
2024;Femmine;42;30168;30168;30168;30168;30168;30168;30168;
2024;Femmine;43;31280;31280;31280;31280;31280;31280;31280;
2024;Femmine;44;31839;31839;31839;31839;31839;31839;31839;
2024;Femmine;45;32750;32750;32750;32750;32750;32750;32750;
2024;Femmine;46;33337;33337;33337;33337;33337;33337;33337;
2024;Femmine;47;34945;34945;34945;34945;34945;34945;34945;
2024;Femmine;48;35760;35760;35760;35760;35760;35760;35760;
2024;Femmine;49;37270;37270;37270;37270;37270;37270;37270;
2024;Femmine;50;36642;36642;36642;36642;36642;36642;36642;
2024;Femmine;51;36875;36875;36875;36875;36875;36875;36875;
2024;Femmine;52;38026;38026;38026;38026;38026;38026;38026;
2024;Femmine;53;37762;37762;37762;37762;37762;37762;37762;
2024;Femmine;54;38589;38589;38589;38589;38589;38589;38589;
2024;Femmine;55;38211;38211;38211;38211;38211;38211;38211;
2024;Femmine;56;38512;38512;38512;38512;38512;38512;38512;
2024;Femmine;57;38367;38367;38367;38367;38367;38367;38367;
2024;Femmine;58;38173;38173;38173;38173;38173;38173;38173;
2024;Femmine;59;38937;38937;38937;38937;38937;38937;38937;
2024;Femmine;60;36987;36987;36987;36987;36987;36987;36987;
2024;Femmine;61;36953;36953;36953;36953;36953;36953;36953;
2024;Femmine;62;36003;36003;36003;36003;36003;36003;36003;
2024;Femmine;63;36116;36116;36116;36116;36116;36116;36116;
2024;Femmine;64;34065;34065;34065;34065;34065;34065;34065;
2024;Femmine;65;32979;32979;32979;32979;32979;32979;32979;
2024;Femmine;66;32936;32936;32936;32936;32936;32936;32936;
2024;Femmine;67;32031;32031;32031;32031;32031;32031;32031;
2024;Femmine;68;31509;31509;31509;31509;31509;31509;31509;
2024;Femmine;69;31604;31604;31604;31604;31604;31604;31604;
2024;Femmine;70;28774;28774;28774;28774;28774;28774;28774;
2024;Femmine;71;28430;28430;28430;28430;28430;28430;28430;
2024;Femmine;72;27657;27657;27657;27657;27657;27657;27657;
2024;Femmine;73;28482;28482;28482;28482;28482;28482;28482;
2024;Femmine;74;28487;28487;28487;28487;28487;28487;28487;
2024;Femmine;75;28952;28952;28952;28952;28952;28952;28952;
2024;Femmine;76;28262;28262;28262;28262;28262;28262;28262;
2024;Femmine;77;25557;25557;25557;25557;25557;25557;25557;
2024;Femmine;78;21206;21206;21206;21206;21206;21206;21206;
2024;Femmine;79;20084;20084;20084;20084;20084;20084;20084;
2024;Femmine;80;18658;18658;18658;18658;18658;18658;18658;
2024;Femmine;81;18087;18087;18087;18087;18087;18087;18087;
2024;Femmine;82;17644;17644;17644;17644;17644;17644;17644;
2024;Femmine;83;19395;19395;19395;19395;19395;19395;19395;
2024;Femmine;84;17708;17708;17708;17708;17708;17708;17708;
2024;Femmine;85;16192;16192;16192;16192;16192;16192;16192;
2024;Femmine;86;13600;13600;13600;13600;13600;13600;13600;
2024;Femmine;87;12221;12221;12221;12221;12221;12221;12221;
2024;Femmine;88;11259;11259;11259;11259;11259;11259;11259;
2024;Femmine;89;10055;10055;10055;10055;10055;10055;10055;
2024;Femmine;90;8628;8628;8628;8628;8628;8628;8628;
2024;Femmine;91;6925;6925;6925;6925;6925;6925;6925;
2024;Femmine;92;5924;5924;5924;5924;5924;5924;5924;
2024;Femmine;93;5093;5093;5093;5093;5093;5093;5093;
2024;Femmine;94;3479;3479;3479;3479;3479;3479;3479;
2024;Femmine;95;2710;2710;2710;2710;2710;2710;2710;
2024;Femmine;96;1883;1883;1883;1883;1883;1883;1883;
